기업명,기업구분,모집분야,모집인원,고용형태,직급/직책,급여,근무시간,근무지주소,경력,학력,우대조건,스킬,핵심역량,기업URL,domain_id,domain_name,_matched_master_skills
이인벤션,,모집분야 AE 광고 기획,○명,정규직 | (수습 3개월),"주임~대리급, 과장~차장급 | 팀장/매니저/실장",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30 | 수습기간 이후 시차근무제 사용 가능,"서울 구로구 디지털로31길 38-21 (구로동, 이앤씨벤처드림타워3차) 1009호 | 지도보기",(3년이상),학력무관,"인근거주자, 컴퓨터활용능력 우수자, 통계분석·리서치 능숙자, 프리젠테이션 능력우수자, 유관업무 경험자(인턴·알바), 엑셀 고급능력 보유자, 유관업무 경력자, 즉시출근 가능자, 장기근무 가능자","Google Analytics, Excel, PowerPoint",,https://www.jobkorea.co.kr/Recruit/GI_Read/48694676?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,Google Analytics
㈜디엠씨미디어,,모집분야 애드테크플랫폼 웹 기획,○명,정규직 | (수습 4개월),,회사 내규에 따름,주5일(월~금),"서울 강남구 학동로 401 (청담동, 금하빌딩) 5층, 11층 DMC미디어 | 지도보기",(3년이상),학력무관,"장애인, 보훈대상자, 유관업무 경력자","SaaS, Figma, Notion, SEO, GA4, aeo, GEO, AI서비스기획, AIagent, 애드테크",,https://www.jobkorea.co.kr/Recruit/GI_Read/48692362?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,SaaS
㈜리엘르,,모집분야 피부과 병원 마케터,1명,정규직 | (수습 2개월),면접 후 결정 | 팀장/매니저/실장,"연봉 5,000~6,000만원 (면접 후 결정)",주5일(월~금) | 10:00 ~ 19:00,서울 서대문구 이화여대1안길 8-3 (대현동) ES빌딩 3층 301호 주식회사리엘르 | 지도보기,(1년이상),학력무관,"영어가능자, 중국어가능자, 포토샵 능숙자, 유관업무 경력자(1년)",Google Analytics,"성실성, | 성취지향성, | 협동심, | 성장지향성, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48692067?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,Google Analytics
엘에스제이글로벌,,모집분야 앱 개발자,○명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 08:30~09:30 출근 / 17:30~18:30 퇴근,서울 강남구 논현로63길 69 (역삼동) 2층 | 지도보기,신입·경력,초대졸이상,"유관업무 경력자 | 정보처리전공, 컴퓨터공학전공, 공학계열","Android, iOS, RestAPI","계획성, | 성취지향성, | 협동심, | 꼼꼼함, | 스트레스관리, | 성실성",https://www.jobkorea.co.kr/Recruit/GI_Read/48691830?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,"Android, iOS"
㈜디엠씨미디어,,모집분야 프론트엔드 퍼블리싱,○명,정규직 | (수습 4개월),,회사 내규에 따름,주5일(월~금),"서울 강남구 학동로 401 (청담동, 금하빌딩) 5층, 11층 DMC미디어 | 지도보기",(3년이상),학력무관,"장애인, 보훈대상자, 유관업무 경력자","CSS3, Git, HTML5, Javascript, TypeScript, Vue.js, Chart.js, SCSS, Nuxt.js",,https://www.jobkorea.co.kr/Recruit/GI_Read/48691748?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,"Git, JavaScript, TypeScript, Vue.js"
㈜디엠씨미디어,,모집분야 백엔드 개발,○명,정규직 | (수습 4개월),,회사 내규에 따름,주5일(월~금),"서울 강남구 학동로 401 (청담동, 금하빌딩) 5층, 11층 DMC미디어 | 지도보기",(5년이상),학력무관,"장애인, 보훈대상자, 유관업무 경력자","ElasticStack, Kafka, MSA, MySQL, Python, Redis, FastAPI, AdTech",,https://www.jobkorea.co.kr/Recruit/GI_Read/48691705?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,"Kafka, MSA, MySQL, Python, Redis, FastAPI"
㈜애드이피션시,,모집분야 글로벌 AE,○명,정규직 | (수습 3개월),면접 후 결정,회사 내규에 따름 (면접 후 결정),"주5일(월~금) | 09:00 ~ 18:00 | 월1회 재택근무가능, 월1회 조기퇴근, 동호회 활성, 플레이샵 등","서울 서초구 효령로77길 28 (서초동, 경농사옥) 4층~6층 | 지도보기",,대졸이상,"컴퓨터활용능력 우수자, 통계분석·리서치 능숙자, 프리젠테이션 능력우수자, 엑셀 고급능력 보유자","Google Analytics, Excel, PowerPoint, AppsFlyer",,https://www.jobkorea.co.kr/Recruit/GI_Read/48691298?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,Google Analytics
㈜쇼엠,,모집분야 앱 개발 경력자,○명,정규직,,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 점심시간 1시간 10분,서울 금천구 가산디지털1로 205-15 (가산동) 610호 | 지도보기,(3년이상),학력무관,"인근거주자, 관련 학과 전공자, 유관업무 경력자(3년), 즉시출근 가능자, 장기근무 가능자 | 소프트웨어개발전공, 컴퓨터공학부(소프트웨어전공), 컴퓨터공학계열","Apache, AWS, Flutter, JAVA, MySQL, PHP, Python, Linux, 풀스택, React Native",,https://www.jobkorea.co.kr/Recruit/GI_Read/48691137?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,"AWS, Flutter, Java, MySQL, PHP, Python, Linux, React Native"
㈜퍼즐코퍼레이션,,모집분야 퍼포먼스 마케터,○명,정규직 | (수습 3개월),"사원급, 주임~대리급 | 팀원",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30 | 탄력근무제,"서울 마포구 양화로 81 (서교동, H스퀘어) L1층 L104호 | 지도보기",(3년이상),학력무관,,"Google Analytics, Google Optimize, AppsFlyer, Cafe24, GTM, Slack, SA, DA",,https://www.jobkorea.co.kr/Recruit/GI_Read/48691197?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,"Google Analytics, Google Optimize"
㈜퍼즐코퍼레이션,,모집분야 퍼포먼스 마케터,○명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30 | 탄력근무제,"서울 마포구 양화로 81 (서교동, H스퀘어) L1층 L104호 | 지도보기",(5년이상),학력무관,,"Google Analytics, Google Optimize, AppsFlyer, Cafe24, GTM, Slack, SA, DA",,https://www.jobkorea.co.kr/Recruit/GI_Read/48691186?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,"Google Analytics, Google Optimize"
퍼포먼스바이티비더블유에이,,모집분야 퍼포먼스마케터,○○명,정규직,,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 10:00 ~ 19:00,"서울 용산구 한강대로 148 (한강로2가, 웰컴금융타워) 5층 | 지도보기",신입·경력 | (1년이상),대졸이상,"컴퓨터활용능력 우수자, 프리젠테이션 능력우수자, 엑셀 고급능력 보유자, 문서작성 우수자, 관련 자격증 보유자, 리더쉽 소유자, 유관업무 경력자","Google Analytics, AppsFlyer",,https://www.jobkorea.co.kr/Recruit/GI_Read/48690016?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,Google Analytics
㈜씨앤피에스,,"모집분야 방송디자이너, 골프방송 CG운영자, C#(WinForm) 개발자",○명,"정규직 | (수습 2개월, 방송 송출 프로그램 개발자 - 수습기간은 면접 후 결정)",,회사 내규에 따름,,"서울 서초구 서초대로 124 (방배동, 선빌딩) 선빌딩 3층 | 지도보기",신입·경력,"초대졸이상 | (졸업예정자 가능, 직무별 상이)","유관업무 경험자(인턴·알바), 관련 학과 전공자",".Net, API, AWS, Bootstrap, C#, GCP, Javascript, MySQL, PostgreSQL, React, WPF, Spring Framework, Next.js, 운전면허, WinForm","계획성, | 성실성, | 성취지향성",https://www.jobkorea.co.kr/Recruit/GI_Read/48689369?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,"API, AWS, C#, GCP, JavaScript, MySQL, PostgreSQL, React, Spring, Next.js"
매드업,,모집분야 브랜드 디자이너,○명,정규직,,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 서초구 서초대로74길 4 (서초동, 삼성생명서초타워) 20층 | 지도보기",(4년이상),학력무관,,"HTML, Figma",,https://www.jobkorea.co.kr/Recruit/GI_Read/48689094?rPageCode=SL&logpath=21&sn=6&sc=612,10005,미디어광고업,HTML
㈜플루토스튜디오,,모집분야 신입/경력 홍보 마케팅 기획자 채용,○명,"정규직 | , | 계약직 | 인턴","주임~대리급, 과장~차장급",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 마포구 성미산로 68 (성산동, cfc빌딩) 2층 | 지도보기",,초대졸이상,"포토샵 능숙자, 유관업무 경력자(3년)","Google Analytics, ppt","계획성, | 창의성, | 협동심, | 성장지향성, | 성실성, | 성취지향성, | 꼼꼼함",https://www.jobkorea.co.kr/Recruit/GI_Read/48689121?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,Google Analytics
매드업,,모집분야 AI Engineer,○명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 탄력근무제,서울 강남구 강남대로94길 10 (역삼동) 케이스퀘어강남 9층 | 지도보기,(5년이상),대졸이상,,"Docker, Git, Python, Pytorch, Tensorflow, GPT, LLM, RAG, Claude, Gemini",,https://www.jobkorea.co.kr/Recruit/GI_Read/48689073?rPageCode=SL&logpath=21&sn=6&sc=612,10005,미디어광고업,"Docker, Git, Python, PyTorch, TensorFlow, LLM, RAG"
매드업,,모집분야 AI Engineer,○명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 탄력근무제,서울 강남구 강남대로94길 10 (역삼동) 케이스퀘어강남 9층 | 지도보기,(3년이상),대졸이상,,"Docker, Git, Python, Pytorch, Tensorflow, GPT, LLM, RAG, Claude, Gemini",,https://www.jobkorea.co.kr/Recruit/GI_Read/48689068?rPageCode=SL&logpath=21&sn=6&sc=612,10005,미디어광고업,"Docker, Git, Python, PyTorch, TensorFlow, LLM, RAG"
매드업,,모집분야 SRE,○명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 탄력근무제,서울 강남구 강남대로94길 10 (역삼동) 케이스퀘어강남 9층 | 지도보기,(2년이상),대졸이상,,"Python, Shell Script, AWS EKS, AWS ECS, TerraForm",,https://www.jobkorea.co.kr/Recruit/GI_Read/48689017?rPageCode=SL&logpath=21&sn=6&sc=612,10005,미디어광고업,"Python, AWS, Terraform"
매드업,,모집분야 백엔드 개발자,○명,"정규직 | (수습 3개월) | , | 병역특례 | (전문연구요원)",,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 탄력근무제,서울 강남구 강남대로94길 10 (역삼동) 케이스퀘어강남 9층 | 지도보기,(1년이상),대졸이상,,"API, AWS, Django, Python, Fastapi",,https://www.jobkorea.co.kr/Recruit/GI_Read/48689012?rPageCode=SL&logpath=21&sn=6&sc=612,10005,미디어광고업,"API, AWS, Django, Python, FastAPI"
미디어 톡,,"모집분야 온라인 쇼핑몰 운영 관리자 / AMD, CS",1명,"정규직 | (수습 3개월) | , | 계약직 | (근무기간 3개월, 정규직 전환 가능)","사원급, 주임~대리급",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 영등포구 국회대로62길 14 (여의도동, 한국보이스카우트연맹회관) 903, 905 | 지도보기",신입·경력,학력무관,"컴퓨터활용능력 우수자, 즉시출근 가능자, 장기근무 가능자, 카페24","Excel, Cafe24, Microsoft Office, Canva","성실성, | 꼼꼼함, | 스트레스관리, | 자존감, | 적응성, | 메타인지",https://www.jobkorea.co.kr/Recruit/GI_Read/48687336?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,CAN
워너애드,,모집분야 광고영업AE,○명,정규직 | (수습 1개월),사원급,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:40 ~ 17:20,"서울 금천구 가산동 60-26 , 퍼블릭가산A동 601~602호 | 지도보기",경력무관,학력무관,,"Google Analytics, Google Optimize","성장지향성, | 성실성, | 성취지향성, | 꼼꼼함, | 스트레스관리, | 윤리의식, | 적응성, | 창의성, | 협동심, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48686177?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,"Google Analytics, Google Optimize"
㈜시스포유,,모집분야 웹디자이너,1명,정규직 | (수습 3개월),과장~차장급,"연봉 2,600~4,000만원 (면접 후 결정)",주5일(월~금) | 09:30 ~ 18:30,"서울 강남구 삼성로100길 8 (삼성동, 우경빌딩) 301호 | 지도보기",(2년이상),학력무관,,"CSS, CSS3, HTML, HTML5, Javascript, Jquery","성실성, | 꼼꼼함, | 협동심, | 자존감, | 적응성",https://www.jobkorea.co.kr/Recruit/GI_Read/48685677?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,"CSS, HTML, JavaScript, jQuery"
㈜백년농가,,모집분야 퍼포먼스마케터,○명,정규직 | (수습 3개월),"주임~대리급, 과장~차장급 | 팀원",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 08:30 ~ 17:30 | 탄력근무제,"서울 강남구 테헤란로7길 22 (역삼동, 한국과학기술회관) 1013호 | 지도보기",경력무관,초대졸이상,"컴퓨터활용능력 우수자, 운전가능자, 유관업무 경험자(인턴·알바), 문서작성 우수자, 유관업무 경력자",Google Analytics,,https://www.jobkorea.co.kr/Recruit/GI_Read/48685425?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,Google Analytics
㈜아이디어키,,"모집분야 PHP, Python 기반 백엔드 개발자",○명,정규직 | (협의),"사원급, 주임~대리급, 면접 후 결정 | 팀원",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30,"서울 송파구 백제고분로 362 (석촌동) 신라에스지 빌딩 3,4층 | 지도보기",(3년이상),초대졸이상,"컴퓨터활용능력 우수자, 유관업무 경험자(인턴·알바), 문서작성 우수자, 리더쉽 소유자, 장기근무 가능자","API, MariaDB, MySQL, PHP, Python, Linux","꼼꼼함, | 창의성, | 스트레스관리, | 계획성, | 성취지향성",https://www.jobkorea.co.kr/Recruit/GI_Read/48680005?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,"API, MariaDB, MySQL, PHP, Python, Linux"
㈜에버런스,,모집분야 광고AM,○○명,정규직 | (수습 3개월),"사원급, 주임~대리급, 면접 후 결정 | 팀원, 팀장/매니저/실장",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30,"서울 구로구 디지털로34길 27 (구로동, 대륭포스트타워3차) 705호 | 지도보기",경력무관,초대졸이상 | (졸업예정자 가능),"컴퓨터활용능력 우수자, 통계분석·리서치 능숙자, 프리젠테이션 능력우수자, 유관업무 경험자(인턴·알바), 유관업무 경력자(1년)","Google Analytics, 컴퓨터활용능력","계획성, | 성실성, | 스트레스관리, | 창의성, | 협동심, | 메타인지, | 자존감, | 적응성, | 꼼꼼함",https://www.jobkorea.co.kr/Recruit/GI_Read/48678058?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,Google Analytics
주식회사 생각고리,,모집분야 마케터,1명,정규직 | (협의),"사원급, 주임~대리급 | 팀원, 팀장/매니저/실장","연봉 3,000~3,000만원","주5일(월~금) | 09:00 ~ 18:00 | 탄력근무제 | 출/퇴근 자율근무제, 자율 재택근무제","경기 고양시 일산동구 호수로 358-39 (백석동, 동문타워I) 동문굿모닝타워1차 512호 | 지도보기",경력무관,학력무관,"유관업무 경험자(인턴·알바), 즉시출근 가능자, 장기근무 가능자","Google Analytics, Google Optimize, 컴퓨터활용능력","성실성, | 꼼꼼함, | 적응성, | 창의성, | 성취지향성, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48683288?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,"Google Analytics, Google Optimize"
㈜씨제이메조미디어,,모집분야 데이터 사이언티스트,○명,정규직 | (수습 3개월),과장~차장급 | 팀원,회사 내규에 따름 (면접 후 결정),"주5일(월~금) | 09:30 ~ 18:30 | 탄력근무제 | 유연근무제, 시차출퇴근제, 선택근무제","서울 중구 동호로 330 (쌍림동, 씨제이제일제당센터) 4층 CJ메조미디어 | 지도보기",(7년이상),대졸이상,"국가유공자, 보훈대상자, 문서작성 우수자, 유관업무 경력자(5년)","Git, Python, SQL, ETL, GitHub, MLOps, databricks","성취지향성, | 협동심, | 성장지향성, | 창의성, | 계획성, | 성실성",https://www.jobkorea.co.kr/Recruit/GI_Read/48683256?rPageCode=SL&logpath=21&sn=6&sc=612,10005,미디어광고업,"Git, Python, SQL, GitHub"
체험㈜,,모집분야 영업데이터 분석/프로세스 수립 담당,○명,정규직 | (수습 3개월),면접 후 결정,"연봉 5,000~5,000만원",주5일(월~금) | 10:00 ~ 19:00,"서울 관악구 신림로58길 13 (신림동, S-빌딩) 7층 체험 주식회사 | 지도보기",,학력무관,"컴퓨터활용능력 우수자, 통계분석·리서치 능숙자, 문서작성 우수자, 관련 학과 전공자, 유관업무 경력자(5년) | 산업공학과, 경영학과, 통계학과","Python, Excel, ETL, Microsoft Office, 컴퓨터활용능력, 프레젠테이션, google sheet","계획성, | 꼼꼼함, | 적응성, | 협동심, | 성실성, | 성취지향성",https://www.jobkorea.co.kr/Recruit/GI_Read/48683099?rPageCode=SL&logpath=21&sn=6&sc=611,10005,미디어광고업,Python
